head_word,in_coha_early,in_coha_all
disfiguration,TRUE,TRUE
disfigure,TRUE,TRUE
disfigurement,TRUE,TRUE
disfigurer,FALSE,FALSE
disflesh,FALSE,FALSE
disforest,FALSE,FALSE
disforestation,FALSE,FALSE
disformity,FALSE,FALSE
disfranchise,TRUE,TRUE
disfranchisement,TRUE,TRUE
disfriar,FALSE,FALSE
disfrock,TRUE,TRUE
disfurnish,TRUE,TRUE
disfurnishment,FALSE,FALSE
disfurniture,FALSE,FALSE
disgage,FALSE,FALSE
disgallant,FALSE,FALSE
disgarland,FALSE,FALSE
disgarnish,FALSE,FALSE
disgarrison,FALSE,FALSE
disgavel,FALSE,FALSE
disgest,FALSE,FALSE
disgestion,FALSE,FALSE
disglorify,TRUE,TRUE
disglory,FALSE,FALSE
disgorge,TRUE,TRUE
disgorgement,TRUE,TRUE
disgospel,FALSE,FALSE
disgrace,TRUE,TRUE
disgraceful,TRUE,TRUE
disgracer,TRUE,TRUE
disgracious,TRUE,TRUE
disgracive,FALSE,FALSE
disgradation,FALSE,FALSE
disgrade,FALSE,FALSE
disgraduate,FALSE,FALSE
disgregate,FALSE,FALSE
disgregation,FALSE,FALSE
disgruntle,FALSE,TRUE
disguise,TRUE,TRUE
disguisedly,FALSE,TRUE
disguisedness,FALSE,FALSE
disguisement,TRUE,TRUE
disguiser,TRUE,TRUE
disguising,TRUE,TRUE
disgust,TRUE,TRUE
disgustful,TRUE,TRUE
disgustfulness,FALSE,FALSE
disgusting,TRUE,TRUE
dish,TRUE,TRUE
dishabilitate,FALSE,FALSE
dishabille,TRUE,TRUE
dishabit,FALSE,FALSE
dishabited,FALSE,FALSE
dishabituate,FALSE,FALSE
dishable,TRUE,TRUE
dishallow,FALSE,FALSE
disharmonious,TRUE,TRUE
disharmony,TRUE,TRUE
dishaunt,FALSE,FALSE
dishcloth,TRUE,TRUE
dishclout,TRUE,TRUE
disheart,TRUE,TRUE
dishearten,TRUE,TRUE
disheartenment,TRUE,TRUE
disheir,FALSE,FALSE
dishelm,FALSE,FALSE
disherison,TRUE,TRUE
disherit,FALSE,FALSE
disheritance,FALSE,FALSE
disheritor,FALSE,FALSE
dishevel,TRUE,TRUE
dishevele,FALSE,FALSE
disheveled,TRUE,TRUE
dishful,TRUE,TRUE
dishing,TRUE,TRUE
dishonest,TRUE,TRUE
dishonestly,TRUE,TRUE
dishonesty,TRUE,TRUE
dishonor,TRUE,TRUE
dishonorable,TRUE,TRUE
dishonorary,TRUE,TRUE
dishonorer,FALSE,FALSE
dishorn,FALSE,FALSE
dishorse,FALSE,FALSE
dishouse,FALSE,FALSE
dishumor,FALSE,FALSE
dishwasher,TRUE,TRUE
dishwater,TRUE,TRUE
disillusion,TRUE,TRUE
disillusionize,TRUE,TRUE
disillusionment,TRUE,TRUE
disimbitter,FALSE,FALSE
disimpark,FALSE,FALSE
disimpassioned,FALSE,FALSE
disimprove,FALSE,FALSE
disimprovement,FALSE,FALSE
disincarcerate,FALSE,FALSE
disinclination,TRUE,TRUE
disincline,TRUE,TRUE
disinclose,FALSE,FALSE
disincorporate,TRUE,TRUE
disincorporation,FALSE,FALSE
disinfect,TRUE,TRUE
disinfectant,TRUE,TRUE
disinfection,TRUE,TRUE
disinfector,FALSE,FALSE
disinflame,FALSE,FALSE
disingenuity,TRUE,TRUE
disingenuous,TRUE,TRUE
disinhabited,TRUE,TRUE
disinherison,TRUE,TRUE
disinherit,TRUE,TRUE
disinheritance,TRUE,TRUE
disinhume,FALSE,FALSE
disinsure,FALSE,FALSE
disintegrable,FALSE,FALSE
disintegrate,TRUE,TRUE
disintegration,TRUE,TRUE
disintegrator,TRUE,TRUE
disinter,TRUE,TRUE
disinteress,FALSE,FALSE
disinteressment,FALSE,FALSE
disinterest,TRUE,TRUE
disinterested,TRUE,TRUE
disinterestedly,TRUE,TRUE
disinterestedness,TRUE,TRUE
disinteresting,TRUE,TRUE
disinterment,TRUE,TRUE
disinthrall,TRUE,TRUE
disinthrallment,FALSE,FALSE
disintricate,FALSE,FALSE
disinure,FALSE,FALSE
disinvestiture,FALSE,FALSE
disinvigorate,FALSE,FALSE
disinvolve,TRUE,TRUE
disjection,FALSE,FALSE
disjoin,TRUE,TRUE
disjoint,TRUE,TRUE
disjointed,TRUE,TRUE
disjointly,FALSE,TRUE
disjudication,FALSE,FALSE
disjunct,TRUE,TRUE
disjunction,TRUE,TRUE
disjunctive,TRUE,TRUE
disjunctively,TRUE,TRUE
disjuncture,TRUE,TRUE
disk,TRUE,TRUE
disk_clutch,FALSE,FALSE
diskindness,FALSE,FALSE
diskless,FALSE,TRUE
dislade,FALSE,FALSE
disleal,FALSE,FALSE
disleave,FALSE,FALSE
dislike,TRUE,TRUE
dislikeful,FALSE,FALSE
dislikelihood,FALSE,FALSE
disliken,FALSE,TRUE
dislikeness,FALSE,FALSE
disliker,FALSE,TRUE
dislimb,FALSE,FALSE
dislimn,FALSE,FALSE
dislink,FALSE,FALSE
dislive,FALSE,FALSE
dislocate,TRUE,TRUE
dislocation,TRUE,TRUE
dislodge,TRUE,TRUE
dislodgment,TRUE,TRUE
disloign,FALSE,FALSE
disloyal,TRUE,TRUE
disloyally,TRUE,TRUE
disloyalty,TRUE,TRUE
dismail,FALSE,FALSE
dismal,TRUE,TRUE
dismally,TRUE,TRUE
dismalness,TRUE,TRUE
disman,FALSE,TRUE
dismantle,TRUE,TRUE
dismarch,FALSE,FALSE
dismarry,FALSE,FALSE
dismarshal,FALSE,FALSE
dismask,FALSE,FALSE
dismast,FALSE,FALSE
dismastment,FALSE,FALSE
dismaw,FALSE,FALSE
dismay,TRUE,TRUE
dismayedness,FALSE,FALSE
dismayful,TRUE,TRUE
disme,FALSE,TRUE
dismember,TRUE,TRUE
dismemberment,TRUE,TRUE
dismettled,FALSE,FALSE
dismiss,TRUE,TRUE
dismissal,TRUE,TRUE
dismission,TRUE,TRUE
dismissive,TRUE,TRUE
dismortgage,FALSE,FALSE
dismount,TRUE,TRUE
disnaturalize,FALSE,FALSE
disnatured,TRUE,TRUE
disobedience,TRUE,TRUE
disobediency,FALSE,FALSE
disobedient,TRUE,TRUE
disobediently,TRUE,TRUE
disobeisance,FALSE,FALSE
disobeisant,FALSE,FALSE
disobey,TRUE,TRUE
disobeyer,FALSE,FALSE
disobligation,FALSE,FALSE
disobligatory,FALSE,FALSE
disoblige,TRUE,TRUE
disobligement,FALSE,FALSE
disobliger,FALSE,FALSE
disobliging,TRUE,TRUE
disoccident,FALSE,FALSE
disoccupation,TRUE,TRUE
disopinion,FALSE,FALSE
disoppilate,FALSE,FALSE
disorb,FALSE,FALSE
disord,TRUE,TRUE
disordeined,FALSE,FALSE
disorder,TRUE,TRUE
disordered,TRUE,TRUE
disorderliness,TRUE,TRUE
disorderly,TRUE,TRUE
disordinance,FALSE,FALSE
disordinate,FALSE,TRUE
disordinately,FALSE,FALSE
disordination,FALSE,TRUE
disorganization,TRUE,TRUE
disorganize,TRUE,TRUE
disorganizer,TRUE,TRUE
disorient,FALSE,TRUE
disorientate,FALSE,TRUE
disown,TRUE,TRUE
disownment,TRUE,TRUE
disoxidate,FALSE,FALSE
disoxidation,FALSE,FALSE
disoxygenate,FALSE,FALSE
disoxygenation,FALSE,FALSE
dispace,FALSE,FALSE
dispair,TRUE,TRUE
dispand,FALSE,FALSE
dispansion,FALSE,FALSE
disparadised,FALSE,FALSE
disparage,TRUE,TRUE
disparagement,TRUE,TRUE
disparager,FALSE,TRUE
disparagingly,TRUE,TRUE
disparate,TRUE,TRUE
disparates,TRUE,TRUE
disparition,TRUE,TRUE
disparity,TRUE,TRUE
dispark,FALSE,FALSE
disparkle,FALSE,FALSE
dispart,TRUE,TRUE
dispassion,FALSE,TRUE
dispassionate,TRUE,TRUE
dispassioned,FALSE,FALSE
dispatch,TRUE,TRUE
dispatcher,TRUE,TRUE
dispatchful,FALSE,FALSE
dispatchment,FALSE,FALSE
dispathy,FALSE,FALSE
dispauper,FALSE,FALSE
dispauperize,FALSE,FALSE
dispeed,FALSE,FALSE
dispel,TRUE,TRUE
dispence,TRUE,TRUE
dispend,TRUE,TRUE
dispender,FALSE,FALSE
dispensable,TRUE,TRUE
dispensableness,FALSE,FALSE
dispensary,TRUE,TRUE
dispensation,TRUE,TRUE
dispensative,FALSE,FALSE
dispensatively,FALSE,FALSE
dispensator,FALSE,FALSE
dispensatorily,FALSE,FALSE
dispensatory,TRUE,TRUE
dispense,TRUE,TRUE
dispenser,TRUE,TRUE
dispeople,FALSE,FALSE
dispeopler,FALSE,FALSE
disperge,FALSE,FALSE
dispermous,FALSE,FALSE
disperple,FALSE,FALSE
dispersal,TRUE,TRUE
disperse,TRUE,TRUE
dispersed,TRUE,TRUE
disperseness,FALSE,FALSE
disperser,TRUE,TRUE
dispersion,TRUE,TRUE
dispersive,TRUE,TRUE
dispersonate,FALSE,FALSE
dispirit,TRUE,TRUE
dispirited,TRUE,TRUE
dispiritment,TRUE,TRUE
dispiteous,FALSE,FALSE
displace,TRUE,TRUE
displaceable,FALSE,FALSE
displacement,TRUE,TRUE
displacency,TRUE,TRUE
displacer,FALSE,TRUE
displant,FALSE,FALSE
displantation,FALSE,FALSE
displat,FALSE,FALSE
display,TRUE,TRUE
displayed,TRUE,TRUE
displayer,TRUE,TRUE
disple,FALSE,TRUE
displeasance,FALSE,FALSE
displeasant,FALSE,FALSE
displease,TRUE,TRUE
displeasedly,FALSE,FALSE
displeasedness,FALSE,FALSE
displeaser,FALSE,FALSE
displeasing,TRUE,TRUE
displeasure,TRUE,TRUE
displenish,FALSE,FALSE
displicence,FALSE,FALSE
displicency,FALSE,FALSE
displode,FALSE,FALSE
displosion,FALSE,FALSE
displosive,FALSE,FALSE
displume,FALSE,FALSE
dispoline,FALSE,FALSE
dispond,FALSE,TRUE
dispondee,FALSE,FALSE
dispone,FALSE,FALSE
disponee,FALSE,FALSE
disponer,TRUE,TRUE
disponge,FALSE,FALSE
dispope,FALSE,FALSE
disporous,FALSE,FALSE
disport,TRUE,TRUE
disportment,FALSE,FALSE
disposable,TRUE,TRUE
disposal,TRUE,TRUE
dispose,TRUE,TRUE
disposed,TRUE,TRUE
disposedness,TRUE,TRUE
disposement,FALSE,FALSE
disposer,TRUE,TRUE
disposingly,FALSE,FALSE
disposited,FALSE,FALSE
disposition,TRUE,TRUE
dispositional,TRUE,TRUE
dispositioned,TRUE,TRUE
dispositive,FALSE,TRUE
dispositively,FALSE,FALSE
dispositor,FALSE,FALSE
dispossess,TRUE,TRUE
dispossession,TRUE,TRUE
dispossessor,FALSE,TRUE
dispost,FALSE,FALSE
disposure,FALSE,FALSE
dispraisable,FALSE,FALSE
dispraise,TRUE,TRUE
dispraiser,FALSE,FALSE
dispraisingly,FALSE,FALSE
dispread,FALSE,FALSE
dispreader,FALSE,FALSE
disprejudice,FALSE,FALSE
disprepare,FALSE,FALSE
disprince,FALSE,FALSE
disprison,FALSE,FALSE
disprivilege,FALSE,FALSE
disprize,FALSE,FALSE
disprofess,FALSE,FALSE
disprofit,TRUE,TRUE
disprofitable,FALSE,FALSE
disproof,TRUE,TRUE
disproperty,FALSE,FALSE
disproportion,TRUE,TRUE
disproportionable,FALSE,FALSE
disproportional,TRUE,TRUE
disproportionality,FALSE,TRUE
disproportionally,TRUE,TRUE
disproportionate,TRUE,TRUE
dispropriate,FALSE,FALSE
disprovable,FALSE,TRUE
disproval,TRUE,TRUE
disprove,TRUE,TRUE
disprover,FALSE,FALSE
disprovide,FALSE,FALSE
dispunct,FALSE,FALSE
dispunge,FALSE,FALSE
dispunishable,FALSE,FALSE
dispurpose,FALSE,FALSE
dispurse,FALSE,FALSE
dispurvey,FALSE,FALSE
dispurveyance,FALSE,FALSE
disputable,TRUE,TRUE
disputableness,FALSE,FALSE
disputacity,FALSE,FALSE
disputant,TRUE,TRUE
disputation,TRUE,TRUE
disputatious,TRUE,TRUE
disputative,TRUE,TRUE
dispute,TRUE,TRUE
disputeless,FALSE,FALSE
disputer,TRUE,TRUE
disputison,FALSE,FALSE
disqualification,TRUE,TRUE
disqualify,TRUE,TRUE
disquantity,FALSE,FALSE
disquiet,TRUE,TRUE
disquietal,FALSE,FALSE
disquieter,FALSE,FALSE
disquietful,FALSE,FALSE
disquietive,FALSE,FALSE
disquietly,FALSE,FALSE
disquietment,FALSE,FALSE
disquietness,FALSE,TRUE
disquietous,FALSE,FALSE
disquiettude,FALSE,FALSE
disquisition,TRUE,TRUE
disquisitional,TRUE,TRUE
disquisitionary,FALSE,FALSE
disquisitive,FALSE,FALSE
disquisitorial,FALSE,FALSE
disquisitory,FALSE,FALSE
disrange,FALSE,FALSE
disrank,FALSE,FALSE
disrate,FALSE,FALSE
disray,FALSE,FALSE
disrealize,FALSE,FALSE
disregard,TRUE,TRUE
disregarder,FALSE,FALSE
disregardful,TRUE,TRUE
disregardfully,TRUE,TRUE
disrelish,TRUE,TRUE
disremember,TRUE,TRUE
disrepair,TRUE,TRUE
disreputability,TRUE,TRUE
disreputable,TRUE,TRUE
disreputably,TRUE,TRUE
disreputation,TRUE,TRUE
disrepute,TRUE,TRUE
disrespect,TRUE,TRUE
disrespectability,FALSE,FALSE
disrespectable,TRUE,TRUE
disrespecter,FALSE,FALSE
disrespectful,TRUE,TRUE
disrespective,FALSE,FALSE
disreverence,FALSE,FALSE
disrobe,TRUE,TRUE
disrober,FALSE,FALSE
disroof,FALSE,FALSE
disroot,FALSE,FALSE
disrout,FALSE,FALSE
disrudder,FALSE,FALSE
disrulily,FALSE,FALSE
disruly,FALSE,FALSE
disrupt,TRUE,TRUE
disruption,TRUE,TRUE
disruptive,TRUE,TRUE
disrupture,TRUE,TRUE
dissatisfaction,TRUE,TRUE
dissatisfactory,TRUE,TRUE
dissatisfy,TRUE,TRUE
disseat,FALSE,FALSE
dissect,TRUE,TRUE
dissected,TRUE,TRUE
dissectible,FALSE,TRUE
dissecting,TRUE,TRUE
dissection,TRUE,TRUE
dissector,TRUE,TRUE
disseize,TRUE,TRUE
disseizee,FALSE,FALSE
disseizin,FALSE,FALSE
disseizor,FALSE,FALSE
disseizoress,FALSE,FALSE
disseizure,FALSE,FALSE
dissemblance,TRUE,TRUE
dissemble,TRUE,TRUE
dissembler,TRUE,TRUE
dissembling,TRUE,TRUE
disseminate,TRUE,TRUE
disseminated,TRUE,TRUE
dissemination,TRUE,TRUE
disseminative,FALSE,FALSE
disseminator,TRUE,TRUE
dissension,TRUE,TRUE
dissensious,FALSE,FALSE
dissent,TRUE,TRUE
dissentaneous,FALSE,FALSE
dissentany,FALSE,FALSE
dissentation,FALSE,FALSE
dissenter,TRUE,TRUE
dissenterism,FALSE,FALSE
dissentiate,FALSE,FALSE
dissentient,TRUE,TRUE
dissentious,TRUE,TRUE
dissentive,FALSE,FALSE
dissepiment,FALSE,FALSE
dissert,TRUE,TRUE
dissertate,TRUE,TRUE
dissertation,TRUE,TRUE
dissertational,FALSE,FALSE
dissertationist,FALSE,FALSE
dissertator,FALSE,FALSE
dissertly,FALSE,FALSE
disserve,FALSE,TRUE
disservice,TRUE,TRUE
disserviceable,FALSE,FALSE
dissettle,FALSE,FALSE
dissettlement,FALSE,FALSE
dissever,TRUE,TRUE
disseverance,TRUE,TRUE
disseveration,FALSE,FALSE
disseverment,TRUE,TRUE
disshadow,FALSE,FALSE
dissheathe,FALSE,FALSE
disship,FALSE,FALSE
disshiver,FALSE,FALSE
dissidence,TRUE,TRUE
dissident,TRUE,TRUE
dissidently,FALSE,FALSE
dissilience,FALSE,TRUE
dissiliency,TRUE,TRUE
dissilient,TRUE,TRUE
dissilition,FALSE,FALSE
dissimilar,TRUE,TRUE
dissimilarity,TRUE,TRUE
dissimilarly,TRUE,TRUE
dissimilate,FALSE,FALSE
dissimilation,FALSE,TRUE
dissimile,FALSE,FALSE
dissimilitude,TRUE,TRUE
dissimulate,TRUE,TRUE
dissimulation,TRUE,TRUE
dissimulator,TRUE,TRUE
dissimule,FALSE,FALSE
dissimuler,TRUE,TRUE
dissimulour,FALSE,FALSE
dissipable,FALSE,FALSE
dissipate,TRUE,TRUE
dissipated,TRUE,TRUE
dissipation,TRUE,TRUE
dissipative,FALSE,TRUE
dissipativity,FALSE,FALSE
dissite,FALSE,FALSE
disslander,FALSE,FALSE
disslanderous,FALSE,FALSE
dissociability,FALSE,FALSE
dissociable,FALSE,TRUE
dissocial,TRUE,TRUE
dissocialize,FALSE,FALSE
dissociate,TRUE,TRUE
dissociation,TRUE,TRUE
dissociative,TRUE,TRUE
dissolubility,FALSE,FALSE
dissoluble,TRUE,TRUE
dissolubleness,FALSE,FALSE
dissolute,TRUE,TRUE
dissolutely,TRUE,TRUE
dissoluteness,TRUE,TRUE
dissolution,TRUE,TRUE
dissolvability,FALSE,FALSE
dissolvable,TRUE,TRUE
dissolvative,FALSE,FALSE
dissolve,TRUE,TRUE
dissolvent,TRUE,TRUE
dissolver,TRUE,TRUE
dissolving,TRUE,TRUE
dissonance,TRUE,TRUE
dissonancy,FALSE,FALSE
dissonant,TRUE,TRUE
disspirit,FALSE,FALSE
dissuade,TRUE,TRUE
dissuader,FALSE,TRUE
dissuasion,TRUE,TRUE
dissuasive,TRUE,TRUE
dissuasory,FALSE,FALSE
dissunder,FALSE,FALSE
dissweeten,FALSE,FALSE
dissyllabic,TRUE,TRUE
dissyllabification,FALSE,FALSE
dissyllabify,FALSE,FALSE
dissyllabize,FALSE,FALSE
dissyllable,TRUE,TRUE
dissymmetrical,FALSE,FALSE
dissymmetry,FALSE,TRUE
dissympathy,TRUE,TRUE
distad,FALSE,FALSE
distaff,TRUE,TRUE
distain,FALSE,TRUE
distal,TRUE,TRUE
distally,FALSE,TRUE
distance,TRUE,TRUE
distancy,FALSE,FALSE
distant,TRUE,TRUE
distantial,FALSE,FALSE
distantly,TRUE,TRUE
distaste,TRUE,TRUE
distasteful,TRUE,TRUE
distasteive,FALSE,FALSE
distasture,FALSE,FALSE
distemper,TRUE,TRUE
distemperance,FALSE,FALSE
distemperate,TRUE,TRUE
distemperately,FALSE,TRUE
distemperature,TRUE,TRUE
distemperment,FALSE,FALSE
distend,TRUE,TRUE
distensibility,FALSE,TRUE
distensible,FALSE,TRUE
distension,TRUE,TRUE
distensive,FALSE,FALSE
distent,TRUE,TRUE
distention,TRUE,TRUE
dister,FALSE,TRUE
disterminate,FALSE,FALSE
distermination,FALSE,FALSE
disthene,FALSE,FALSE
disthrone,TRUE,TRUE
disthronize,FALSE,FALSE
distich,TRUE,TRUE
distichous,FALSE,FALSE
distichously,FALSE,FALSE
distil,TRUE,TRUE
distill,TRUE,TRUE
distillable,FALSE,FALSE
distillate,TRUE,TRUE
distillation,TRUE,TRUE
distillatory,FALSE,FALSE
distiller,TRUE,TRUE
distillery,TRUE,TRUE
distillment,TRUE,TRUE
distinct,TRUE,TRUE
distinction,TRUE,TRUE
distinctive,TRUE,TRUE
distinctively,TRUE,TRUE
distinctiveness,TRUE,TRUE
distinctly,TRUE,TRUE
distinctness,TRUE,TRUE
distincture,FALSE,FALSE
distinguish,TRUE,TRUE
distinguishable,TRUE,TRUE
distinguishableness,FALSE,FALSE
distinguishably,TRUE,TRUE
distinguished,TRUE,TRUE
distinguishedly,TRUE,TRUE
distinguisher,TRUE,TRUE
distinguishing,TRUE,TRUE
distinguishingly,FALSE,FALSE
distinguishment,TRUE,TRUE
distitle,FALSE,FALSE
distoma,TRUE,TRUE
distort,TRUE,TRUE
distorter,FALSE,TRUE
distortion,TRUE,TRUE
distortive,FALSE,TRUE
distract,TRUE,TRUE
distracted,TRUE,TRUE
distractedly,TRUE,TRUE
distractedness,TRUE,TRUE
distracter,FALSE,FALSE
distractful,FALSE,FALSE
distractible,FALSE,TRUE
distractile,FALSE,FALSE
distracting,TRUE,TRUE
distraction,TRUE,TRUE
distractious,FALSE,FALSE
distractive,FALSE,FALSE
distrain,TRUE,TRUE
distrainable,FALSE,FALSE
distrainer,TRUE,TRUE
distrainor,FALSE,FALSE
distraint,TRUE,TRUE
distrait,TRUE,TRUE
distraught,TRUE,TRUE
distraughted,FALSE,FALSE
distream,FALSE,FALSE
distress,TRUE,TRUE
distressedness,FALSE,FALSE
distressful,TRUE,TRUE
distressing,TRUE,TRUE
distributable,TRUE,TRUE
distributary,FALSE,TRUE
distribute,TRUE,TRUE
distributer,TRUE,TRUE
distributing,TRUE,TRUE
distribution,TRUE,TRUE
distributional,FALSE,TRUE
distributionist,FALSE,FALSE
distributive,TRUE,TRUE
distributively,TRUE,TRUE
distributiveness,FALSE,FALSE
distributor,TRUE,TRUE
district,TRUE,TRUE
distriction,FALSE,FALSE
districtly,FALSE,FALSE
distringas,TRUE,TRUE
distrouble,FALSE,FALSE
distrust,TRUE,TRUE
distruster,FALSE,FALSE
distrustful,TRUE,TRUE
distrusting,TRUE,TRUE
distrustless,FALSE,FALSE
distune,FALSE,FALSE
disturb,TRUE,TRUE
disturbance,TRUE,TRUE
disturbation,FALSE,FALSE
disturber,TRUE,TRUE
disturn,TRUE,TRUE
distyle,FALSE,FALSE
disulphate,FALSE,FALSE
disulphide,TRUE,TRUE
disulphuret,FALSE,FALSE
disulphuric,FALSE,FALSE
disuniform,FALSE,FALSE
disunion,TRUE,TRUE
disunionist,TRUE,TRUE
disunite,TRUE,TRUE
disuniter,FALSE,FALSE
disunity,TRUE,TRUE
disusage,FALSE,FALSE
disuse,TRUE,TRUE
disutilize,FALSE,FALSE
disvaluation,FALSE,TRUE
disvalue,FALSE,TRUE
disvantageous,FALSE,FALSE
disvelop,FALSE,FALSE
disventure,FALSE,FALSE
disvouch,FALSE,FALSE
diswarn,FALSE,FALSE
diswitted,FALSE,FALSE
diswont,FALSE,FALSE
disworkmanship,FALSE,FALSE
disworship,TRUE,TRUE
disworth,FALSE,FALSE
disyoke,FALSE,FALSE
dit,TRUE,TRUE
ditation,FALSE,TRUE
ditch,TRUE,TRUE
ditcher,TRUE,TRUE
dite,TRUE,TRUE
diterebene,FALSE,FALSE
dithecal,FALSE,FALSE
dithecous,FALSE,FALSE
ditheism,TRUE,TRUE
ditheist,FALSE,FALSE
ditheistic,FALSE,FALSE
ditheistical,FALSE,FALSE
dithionic,FALSE,FALSE
dithyramb,TRUE,TRUE
dithyrambic,TRUE,TRUE
dithyrambus,TRUE,TRUE
dition,TRUE,TRUE
ditionary,FALSE,FALSE
ditokous,FALSE,FALSE
ditolyl,FALSE,FALSE
ditone,FALSE,FALSE
ditrichotomous,FALSE,FALSE
ditrochean,FALSE,FALSE
ditrochee,FALSE,FALSE
ditroite,FALSE,FALSE
ditt,TRUE,TRUE
dittander,FALSE,FALSE
dittany,TRUE,TRUE
dittied,FALSE,FALSE
ditto,TRUE,TRUE
dittology,FALSE,FALSE
ditty,TRUE,TRUE
ditty_bag,TRUE,TRUE
ditty_box,TRUE,TRUE
diureide,FALSE,FALSE
diuresis,FALSE,FALSE
diuretic,TRUE,TRUE
diuretical,FALSE,FALSE
diureticalness,FALSE,FALSE
diurna,TRUE,TRUE
diurnal,TRUE,TRUE
diurnalist,FALSE,FALSE
diurnally,TRUE,TRUE
diurnalness,FALSE,FALSE
diurnation,FALSE,FALSE
diuturnal,FALSE,FALSE
diuturnity,FALSE,TRUE
diva,TRUE,TRUE
divagation,TRUE,TRUE
divalent,TRUE,TRUE
divan,TRUE,TRUE
divaricate,TRUE,TRUE
divaricately,FALSE,FALSE
divarication,TRUE,TRUE
divaricator,FALSE,FALSE
divast,FALSE,FALSE
dive,TRUE,TRUE
divedapper,FALSE,FALSE
divel,TRUE,TRUE
divellent,TRUE,TRUE
divellicate,FALSE,FALSE
diver,TRUE,TRUE
diverb,FALSE,FALSE
diverberate,FALSE,FALSE
diverberation,FALSE,FALSE
diverge,TRUE,TRUE
divergement,FALSE,FALSE
divergence,TRUE,TRUE
divergency,TRUE,TRUE
divergent,TRUE,TRUE
diverging,TRUE,TRUE
divergingly,TRUE,TRUE
divers,TRUE,TRUE
diverse,TRUE,TRUE
diversely,TRUE,TRUE
diverseness,FALSE,TRUE
diversifiability,FALSE,FALSE
diversifiable,FALSE,TRUE
diversification,TRUE,TRUE
diversified,TRUE,TRUE
diversifier,TRUE,TRUE
diversiform,FALSE,FALSE
diversify,TRUE,TRUE
diversiloquent,FALSE,FALSE
diversion,TRUE,TRUE
diversity,TRUE,TRUE
diversivolent,FALSE,FALSE
diversory,FALSE,TRUE
divert,TRUE,TRUE
diverter,TRUE,TRUE
divertible,FALSE,TRUE
diverticle,FALSE,FALSE
diverticular,FALSE,TRUE
diverticulum,TRUE,TRUE
divertimento,FALSE,TRUE
diverting,TRUE,TRUE
divertise,TRUE,TRUE
divertisement,TRUE,TRUE
divertissement,TRUE,TRUE
divertive,FALSE,FALSE
dives,TRUE,TRUE
divest,TRUE,TRUE
divestible,FALSE,FALSE
divestiture,TRUE,TRUE
divestment,TRUE,TRUE
divesture,FALSE,FALSE
divet,FALSE,FALSE
dividable,FALSE,TRUE
dividant,FALSE,FALSE
divide,TRUE,TRUE
divided,TRUE,TRUE
dividedly,FALSE,FALSE
dividend,TRUE,TRUE
divident,FALSE,FALSE
divider,TRUE,TRUE
dividing,TRUE,TRUE
dividingly,FALSE,FALSE
divi_divi,FALSE,FALSE
dividual,TRUE,TRUE
dividually,TRUE,TRUE
dividuous,FALSE,FALSE
divination,TRUE,TRUE
divinator,FALSE,FALSE
divinatory,TRUE,TRUE
divine,TRUE,TRUE
divinely,TRUE,TRUE
divinement,FALSE,FALSE
divineness,TRUE,TRUE
diviner,TRUE,TRUE
divineress,TRUE,TRUE
diving,TRUE,TRUE
divinify,FALSE,FALSE
divining,TRUE,TRUE
diviningly,FALSE,FALSE
divinistre,FALSE,FALSE
divinity,TRUE,TRUE
divinity_calf,FALSE,FALSE
divinization,FALSE,FALSE
divinize,TRUE,TRUE
divisibility,TRUE,TRUE
divisible,TRUE,TRUE
division,TRUE,TRUE
divisional,TRUE,TRUE
divisionally,FALSE,FALSE
divisionary,FALSE,TRUE
divisionor,FALSE,FALSE
divisive,TRUE,TRUE
divisor,TRUE,TRUE
divorce,TRUE,TRUE
divorceable,FALSE,FALSE
divorcee,TRUE,TRUE
divorceless,FALSE,TRUE
divorcement,TRUE,TRUE
divorcer,FALSE,FALSE
divorcible,FALSE,FALSE
divorcive,FALSE,FALSE
divot,FALSE,TRUE
divulgate,FALSE,FALSE
divulgater,FALSE,FALSE
divulgation,FALSE,TRUE
divulge,TRUE,TRUE
divulsive,TRUE,TRUE
dixie,TRUE,TRUE
dizen,FALSE,TRUE
dizz,FALSE,TRUE
dizzard,TRUE,TRUE
dizzily,TRUE,TRUE
dizziness,TRUE,TRUE
dizzy,TRUE,TRUE
djereed,FALSE,FALSE
djerrid,FALSE,FALSE
djinnee,FALSE,FALSE
do,TRUE,TRUE
doab,FALSE,TRUE
doable,TRUE,TRUE
do_all,TRUE,TRUE
doand,FALSE,TRUE
doat,TRUE,TRUE
dobber,TRUE,TRUE
dobbin,TRUE,TRUE
dobby,TRUE,TRUE
dobchick,FALSE,FALSE
dobell_s_solution,FALSE,FALSE
dobson,TRUE,TRUE
dobule,FALSE,FALSE
docent,TRUE,TRUE
docetae,FALSE,FALSE
docetic,TRUE,TRUE
docetism,TRUE,TRUE
dochmiac,FALSE,FALSE
dochmius,FALSE,FALSE
docibility,FALSE,FALSE
docibleness,FALSE,FALSE
docible,FALSE,FALSE
docile,TRUE,TRUE
docility,TRUE,TRUE
docimacy,FALSE,FALSE
docimastic,FALSE,FALSE
docimology,FALSE,FALSE
docity,FALSE,FALSE
dock,TRUE,TRUE
dockage,TRUE,TRUE
dock_cress,FALSE,FALSE
docket,TRUE,TRUE
dockyard,TRUE,TRUE
docoglossa,FALSE,FALSE
docquet,FALSE,FALSE
